CASRN,Chemical_Name,standardized_smi,LD50_median,label,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
100-00-5,1-Chloro-4-nitrobenzene,[O-][N+](=O)C1=CC=C(Cl)C=C1,530.0,0,10.074697656840513,10.074697656840513,0.05962962962963014,-0.46197530864197534,0.46360210314198946,9.3,157.55599999999998,153.524,156.993056048,52,0,0.2690274269930106,-0.2583096269394142,0.2690274269930106,0.2583096269394142,1.3,1.8,2.2,35.49569083440171,10.315524311720969,2.008247122283899,-1.8818525938690902,2.140819530584128,-1.8488319833692881,6.301254648479254,-0.3844369741515197,1.8845053612018057,3.003400684579818,244.4296583765568,7.560477932315068,4.951075726195415,5.70700467221387,4.698377302757663,2.599104610970622,2.9770690839798495,1.7335265650682026,2.169962345540187,1.0374447129740378,1.2894210283135228,0.5628070028158878,0.6887951604856302,-1.09,180.91251467537336,7.022233445566778,2.6626191750189108,1.4481065722834785,62.387645068878435,0.0,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,11.600939890232516,12.13273413692322,17.155367450664546,4.923311048817671,4.923311048817671,17.28832616491608,0.0,0.0,0.0,0.0,0.0,39.40241985635334,0.0,0.0,0.0,5.687386274683562,0.0,11.600939890232516,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,5.022633313741326,0.0,0.0,43.14,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.022633313741326,0.0,24.26546827384644,0.0,0.0,0.0,11.600939890232516,0.0,5.493752834467119,9.612722348198538,10.579882842025699,0.05962962962963014,0.0,5.698456790123457,0.0,0.0,0.0,0.0,10,0,3,0,0,0,0,1,0,1,0,0,2,0,4,0,1,0,0,0,0,0,1.8697533423625217,1,2.2481999999999998,38.106400000000015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-01-6,4-Nitroaniline,NC1=CC=C(C=C1)[N+]([O-])=O,1705.0,0,10.07696523053666,10.07696523053666,0.0640740740740744,-0.4588888888888887,0.35954360900709126,9.2,138.126,132.07799999999997,138.042927432,52,0,0.2690748004302891,-0.39872208290058125,0.39872208290058125,0.2690748004302891,1.3,1.8,2.2,16.628204386554145,10.27906655035279,2.0041015299906,-1.8983342370548413,2.114665256275502,-1.880251117888158,5.438024287474801,-0.3844283194796126,1.8845053612018057,3.003400684579818,242.4296583765568,7.560477932315068,5.150461522375813,5.150461522375813,4.698377302757663,2.698797509060822,2.698797509060822,1.8486420081655432,1.8486420081655432,1.1039066450341708,1.1039066450341708,0.5960379688459543,0.5960379688459543,-1.58,180.91251467537336,6.538764845605701,2.344994095834573,1.2226169416633605,57.42426953900948,5.733667477162185,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,17.820120411606784,4.923311048817671,4.923311048817671,11.374772549367124,0.0,0.0,0.0,0.0,5.733667477162185,34.37978654261202,0.0,0.0,5.733667477162185,11.374772549367124,0.0,0.0,4.923311048817671,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,69.16,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.687386274683562,0.0,24.26546827384644,0.0,0.0,0.0,5.733667477162185,0.0,0.0,9.618076341647772,10.07696523053666,5.901254724111867,0.0,5.737037037037037,0.0,0.0,0.0,0.0,10,2,4,0,0,0,0,1,0,1,0,0,3,1,4,0,1,0,0,0,0,0,1.533336495699603,1,1.177,37.508800000000015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-02-7,4-Nitrophenol,OC1=CC=C(C=C1)[N+]([O-])=O,191.0,1,10.036148904006048,10.036148904006048,0.015925925925925677,-0.5144444444444445,0.47072821158342537,9.2,139.10999999999999,134.07,139.02694302,52,0,0.26919495601616544,-0.5079581647909615,0.5079581647909615,0.26919495601616544,1.3,1.8,2.2,16.62823358020022,10.295264016145971,2.010975996200808,-1.8899749885301924,2.1442888600434213,-1.8475355787397418,5.344730961358098,-0.3844522096099521,1.8845053612018057,3.003400684579818,241.67477087439332,7.560477932315068,5.020324848686145,5.020324848686145,4.698377302757663,2.6337291722159875,2.6337291722159875,1.773507564579371,1.773507564579371,1.0605277538042817,1.0605277538042817,0.5743485232310096,0.5743485232310096,-1.58,180.91251467537336,6.538764845605701,2.344994095834573,1.2226169416633605,56.87861259419278,5.106527394840706,5.749511833283905,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,4.923311048817671,10.029838443658377,5.687386274683562,0.0,0.0,0.0,0.0,0.0,34.37978654261202,0.0,5.749511833283905,0.0,5.687386274683562,5.749511833283905,0.0,10.029838443658377,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,63.37,4.923311048817671,10.114318268765572,0.0,11.436898107967467,0.0,0.0,24.26546827384644,0.0,0.0,0.0,5.106527394840706,0.0,0.0,9.521704459561603,18.7519992441421,-0.015925925925925677,0.032962962962963305,5.042592592592593,0.0,0.0,0.0,0.0,10,1,4,0,0,0,0,1,0,1,0,0,3,1,4,0,1,0,0,0,0,0,1.533336495699603,1,1.3003999999999998,34.76120000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-14-1,4-Nitrobenzyl chloride,[O-][N+](=O)C1=CC=C(CCl)C=C1,1809.0,0,10.173124527588813,10.173124527588813,0.09617283950617317,-0.4325283446712018,0.38948169603836147,9.545454545454545,171.583,165.53499999999997,171.008706112,58,0,0.2689432555288686,-0.2583096361710789,0.2689432555288686,0.2583096361710789,1.3636363636363635,1.9090909090909092,2.272727272727273,35.495662903616385,10.210436347242801,2.0161572193289805,-1.922633112664979,2.121337132155251,-1.867218092836331,6.1655955294132285,-0.3844458511257196,2.0456060352867365,2.9138015626758036,257.6480131294879,8.267584713501616,5.658182507381962,6.414111453400417,5.236382105218447,3.030937006971707,3.5654594907965556,2.0571875862522853,2.3244488281647095,1.3014621656619032,1.610068865586087,0.7067511348162493,0.884925296091199,-1.09,335.4793897870248,8.01090817356206,3.344861860188002,1.9137205122080574,68.75258718327504,0.0,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,11.600939890232516,12.13273413692322,5.563451491696996,18.01273758189356,4.923311048817671,4.923311048817671,17.28832616491608,0.0,0.0,0.0,5.880003444970339,0.0,39.943238034309005,0.0,0.0,0.0,5.687386274683562,0.0,11.600939890232516,4.923311048817671,5.880003444970339,10.114318268765572,5.563451491696996,24.26546827384644,0.0,0.0,0.0,43.14,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.880003444970339,5.563451491696996,12.13273413692322,12.13273413692322,0.0,0.0,11.600939890232516,0.0,5.4889789619551514,9.740596182917612,10.173124527588813,0.9825308641975314,0.3868990929705216,6.172314814814815,0.0,0.0,0.0,0.14285714285714285,11,0,3,0,0,0,0,1,0,1,0,0,2,0,4,0,2,0,0,0,0,0,2.4359437468378236,1,2.3335999999999997,42.65340000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-15-2,N-Methyl-4-nitroaniline,CNC1=CC=C(C=C1)[N+]([O-])=O,2000.0,0,10.185702475434617,10.185702475434617,0.11481481481481493,-0.41722222222222216,0.5172807562124303,9.181818181818182,152.153,144.08899999999997,152.058577496,58,0,0.2690750315429971,-0.3881153209105789,0.3881153209105789,0.2690750315429971,1.3636363636363635,1.9090909090909092,2.272727272727273,16.62820714609707,10.269887465035161,2.012443872921665,-1.9607843443407496,2.136414750351821,-1.8942444524526318,5.472507583103514,-0.38442837879141534,2.0456060352867365,2.9138015626758045,255.64801312948782,8.267584713501616,6.073111253186188,6.073111253186188,5.236382105218448,3.1601223744660087,3.1601223744660087,2.053983809427023,2.053983809427023,1.3667983565657746,1.3667983565657746,0.7498129239810166,0.7498129239810166,-1.58,335.4793897870248,7.52615711252654,3.005223044230256,1.6689819002348796,63.999183140001406,5.316788604006331,0.0,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,24.86779239428397,4.923311048817671,4.923311048817671,11.374772549367124,0.0,0.0,0.0,0.0,12.36446058668352,34.37978654261202,0.0,0.0,5.316788604006331,11.374772549367124,0.0,0.0,11.97098303149486,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,55.169999999999995,4.923311048817671,10.114318268765572,0.0,5.687386274683562,0.0,5.687386274683562,12.13273413692322,19.18040611960041,0.0,5.316788604006331,0.0,0.0,0.0,9.768480253212395,13.056195672713528,0.985740740740741,0.0,6.2578703703703695,0.0,0.0,1.7650462962962963,0.14285714285714285,11,1,4,0,0,0,0,1,0,1,0,0,3,1,4,0,2,0,0,0,0,0,2.0561618899147454,1,1.6364999999999998,42.64310000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-17-4,p-Nitroanisole,COC1=CC=C(C=C1)[N+]([O-])=O,2300.0,0,10.165294312169312,10.165294312169312,0.07481481481481489,-0.4450000000000003,0.4786228959968397,9.181818181818182,153.13699999999997,146.081,153.042593084,58,0,0.2691952053150495,-0.49675973475200186,0.49675973475200186,0.2691952053150495,1.3636363636363635,1.9090909090909092,2.272727272727273,16.62829362926634,10.291991439137231,2.020129518718281,-1.9576248012559794,2.156331439975537,-1.8720925181313504,5.352672219386871,-0.38444999212142494,2.0456060352867365,2.9138015626758045,254.89312562732437,8.267584713501616,5.9813595436500515,5.9813595436500515,5.236382105218448,3.0224948101618034,3.0224948101618034,1.9551350804596574,1.9551350804596574,1.2832415791877654,1.2832415791877654,0.7039370692129482,0.7039370692129482,-1.58,335.4793897870248,7.52615711252654,3.005223044230256,1.6689819002348796,63.562866185900255,4.736862953800049,5.749511833283905,0.0,0.0,5.687386274683562,0.0,10.114318268765572,0.0,0.0,0.0,0.0,12.13273413692322,12.13273413692322,12.033108590095203,9.660174002617719,5.687386274683562,0.0,0.0,0.0,0.0,7.109797541277533,34.37978654261202,0.0,5.749511833283905,4.736862953800049,5.687386274683562,5.749511833283905,0.0,12.033108590095203,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,52.37,4.923311048817671,10.114318268765572,0.0,5.687386274683562,5.749511833283905,0.0,19.242531678200752,12.13273413692322,0.0,0.0,4.736862953800049,4.826309523809524,0.0,9.720294312169312,10.165294312169312,0.07481481481481489,0.6209259259259261,5.910648148148148,0.0,0.0,1.5150462962962963,0.14285714285714285,11,0,4,0,0,0,0,1,0,1,0,0,3,0,4,0,2,0,0,0,0,0,2.0561618899147454,1,1.6033999999999997,39.64840000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-18-5,"1,4-Diisopropylbenzene",CC(C)C1=CC=C(C=C1)C(C)C,3200.0,0,2.236111111111111,2.236111111111111,0.6446409674981102,0.6446409674981102,0.6177029195197432,11.166666666666666,162.27599999999995,144.13199999999998,162.140850576,66,0,-0.02188204747651174,-0.05868226149024266,0.05868226149024266,0.02188204747651174,0.6666666666666666,0.9166666666666666,1.0833333333333333,14.056762771018526,9.974259200014416,2.001589060546739,-2.0811454055755627,2.184498669992674,-1.8983337926768824,5.2581473954724816,0.8446379695486667,2.0429109529537715,2.855624622160824,201.72015243201014,9.137828201504695,8.464101615137757,8.464101615137757,5.6090609052806215,4.708118550994048,4.708118550994048,3.97606774342517,3.97606774342517,2.269800358919502,2.269800358919502,1.2658116494903635,1.2658116494903635,-0.78,473.955341085275,9.309126559714795,3.7504504585397527,2.1009139360681814,75.6210558058766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.960417072608934,22.96271507571678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.65766387447927,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,0.0,11.126902983393991,0.0,0.0,51.960417072608934,0.0,0.0,0.0,0.0,0.0,2.8600000000000003,1.2892819349962203,8.944444444444445,0.0,8.906273620559334,0.0,0.5,12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2.9094514978739117,1,3.9334000000000033,54.62000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-20-9,"1,4-Benzenedicarbonyl dichloride",ClC(=O)C1=CC=C(C=C1)C(Cl)=O,2500.0,0,10.574044154698917,10.574044154698917,0.3456790123456792,-0.5522486772486774,0.6913536643201288,9.5,203.02399999999997,198.992,201.958834728,62,0,0.25188595025326116,-0.2756150158724331,0.2756150158724331,0.25188595025326116,0.8333333333333334,1.0833333333333333,1.25,35.4968055906478,10.154482168262167,2.0332069391510936,-1.9385258582488432,2.0821954165994248,-1.9150431696919954,6.681297563467186,0.10656269185850634,2.0429109529537715,3.0061498337295465,283.3346746591642,9.137828201504695,5.881826603704684,7.393684495741593,5.6090609052806215,3.107579968519009,3.8635089145374635,2.124760000888263,2.8113311738216744,1.3388203300912591,1.7752561105632436,0.73229878866535,0.984275104004835,-0.8600000000000001,473.955341085275,9.229766606822263,3.6955458608251655,2.061452680853266,79.09086400214106,0.0,0.0,0.0,0.0,10.484853536818541,0.0,9.589074368143644,0.0,0.0,0.0,0.0,47.46734805431147,11.126902983393991,0.0,9.589074368143644,33.686733317283576,0.0,0.0,0.0,0.0,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,23.20187978046503,10.484853536818541,0.0,0.0,20.715977351537635,24.26546827384644,0.0,0.0,0.0,34.14,10.484853536818541,9.589074368143644,0.0,0.0,11.126902983393991,0.0,24.26546827384644,0.0,0.0,0.0,23.20187978046503,0.0,10.356532501889642,21.148088309397835,-1.1044973544973544,0.6913580246913587,0.0,5.797407407407407,0.0,0.0,0.0,0.0,12,0,2,0,0,0,0,1,0,1,0,0,2,0,4,0,2,0,0,0,0,0,2.842418815018696,1,2.4446000000000003,46.80900000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-21-0,Terephthalic acid,OC(=O)C1=CC=C(C=C1)C(O)=O,6400.0,0,10.334653722600152,10.334653722600152,0.08333333333333348,-1.063019652305367,0.688908808436835,9.333333333333334,166.13199999999998,160.08399999999997,166.026608672,62,0,0.33517902796385396,-0.477639246419649,0.477639246419649,0.33517902796385396,0.8333333333333334,1.0833333333333333,1.25,16.368794674916423,10.13634718639292,2.042724158935846,-1.9420970433755576,2.0322507208862866,-1.9899559817280976,5.910581911568502,0.06809433674573336,2.0429109529537715,3.0061498337295465,279.3346746591642,9.137828201504695,6.020324848686146,6.020324848686146,5.6090609052806215,3.17682909100974,3.17682909100974,2.1876553980065925,2.1876553980065925,1.3788013296024277,1.3788013296024277,0.7553818294955936,0.7553818294955936,-1.8399999999999999,473.955341085275,8.258425196850395,3.0419304797471987,1.6018929516714049,68.07279905276974,10.213054789681411,0.0,0.0,0.0,0.0,11.938610575903697,0.0,9.589074368143644,0.0,0.0,0.0,24.26546827384644,0.0,11.126902983393991,19.802129157825057,11.938610575903697,0.0,0.0,0.0,0.0,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,22.15166536558511,0.0,0.0,20.715977351537635,24.26546827384644,0.0,0.0,0.0,74.6,11.938610575903697,9.589074368143644,0.0,11.126902983393991,0.0,0.0,24.26546827384644,0.0,0.0,0.0,10.213054789681411,0.0,0.0,20.669307445200303,16.933768896447468,0.16666666666666718,-2.126039304610733,5.022962962962962,0.0,0.0,0.0,0.0,12,2,4,0,0,0,0,1,0,1,0,0,2,2,4,0,2,0,0,0,0,0,2.093462943417623,1,1.083,40.360600000000005,0,0,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100-28-7,1-Isocyanato-4-nitro-benzene,[O-][N+](=O)C1=CC=C(C=C1)N=C=O,1600.0,0,10.167685893801966,10.167685893801966,0.027917611489039373,-0.519440192743764,0.2878974465785001,8.666666666666666,164.11999999999995,160.08799999999997,164.022191988,60,0,0.2690791219414188,-0.25830962116957784,0.2690791219414188,0.25830962116957784,1.3333333333333333,1.9166666666666667,2.3333333333333335,16.628216766744654,10.27466849821616,2.0174849108854986,-1.8937240839214267,2.162176945501015,-1.8487655607409152,5.507055274362953,-0.3844299748948618,2.057933877254582,2.999189730319975,317.1740504813213,8.974691494688164,5.928573139150009,5.928573139150009,5.736382105218448,3.061460115197898,3.061460115197898,1.9765980563718883,1.9765980563718883,1.2352707451366258,1.2352707451366258,0.7015887501504754,0.7015887501504754,-1.9999999999999998,535.0628080861914,8.1,3.408284023668639,1.7422222222222221,67.50616554229725,0.0,0.0,0.0,6.079939479738863,5.687386274683562,0.0,10.114318268765572,4.794537184071822,4.992404732635668,0.0,0.0,12.13273413692322,12.13273413692322,10.610697323501233,9.717848232889493,17.454712029105988,0.0,0.0,4.992404732635668,0.0,0.0,34.37978654261201,0.0,0.0,0.0,11.374772549367124,0.0,0.0,11.003250528556535,4.794537184071822,10.114318268765572,0.0,29.257873006482107,0.0,0.0,0.0,72.57,4.923311048817671,14.908855452837393,0.0,5.687386274683562,5.687386274683562,0.0,30.345407753585306,0.0,0.0,4.992404732635668,0.0,0.0,0.0,22.6947267101285,10.167685893801966,0.3291194255479981,0.0,5.303981481481481,1.337819822373394,0.0,0.0,0.0,12,0,5,0,0,0,0,1,0,1,0,0,4,0,5,0,2,0,0,0,0,0,2.3005917159763314,1,1.5620999999999998,40.87790000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
